Vitals:
Now:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

                Now,"61900880","25","0","","","526","1132","1","0","","","","","","","6605712","848924","820372","28552","0","0","96","","","23","","","32","","","14400","13927","2048","1870","23808","10304","","10","1","","","","","2903","","",

Last 6 minutes:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

2022-03-04 13:45:29,"61930144","25","0","0","0","526","1164","23","0","76","5","15","0","0","0","6606740","819764","791208","28556","0","0","96","78","6","22","128","0","62","262144","55393","14400","13845","2048","1856","23808","10240","266922","36","26","26","62608","49","44","2875","0","0",
2022-03-04 13:45:30,"61929388","25","0","0","0","526","1164","24","0","87","5","6","0","0","0","6606740","820816","792260","28556","0","0","96","88","5","22","128","0","62","262144","51238","14400","13845","2048","1856","23808","10240","152318","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:31,"61930196","25","0","0","0","526","1164","24","0","88","6","4","0","0","0","6606740","820816","792260","28556","0","0","96","89","6","22","128","0","62","262144","74669","14400","13845","2048","1856","23808","10240","99715","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:32,"61930396","25","0","0","0","526","1159","21","0","82","5","10","0","0","0","6606740","820884","792328","28556","0","0","96","84","5","22","128","0","57","262144","105748","14400","13845","2048","1856","23808","10240","223024","31","21","0","57468","49","44","2875","0","0",
2022-03-04 13:45:33,"61930152","25","0","0","0","526","1164","23","0","61","4","33","0","0","0","6606740","820884","792328","28556","0","0","96","62","4","22","128","0","62","262144","70528","14400","13845","2048","1856","23808","10240","144928","36","26","26","62608","49","44","2875","0","0",
2022-03-04 13:45:34,"61929900","25","0","0","0","526","1164","25","0","86","5","5","0","0","0","6606740","820884","792328","28556","0","0","96","88","5","22","128","0","62","262144","117463","14400","13845","2048","1856","23808","10240","267912","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:35,"61929900","25","0","0","0","526","1163","23","0","88","5","4","0","0","0","6606740","820884","792328","28556","0","0","96","89","5","22","128","0","62","262144","37220","14400","13845","2048","1856","23808","10240","158814","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:36,"61930908","25","0","0","0","526","1163","23","0","85","5","7","0","0","0","6606740","820884","792328","28556","0","0","96","86","6","22","128","0","62","262144","30202","14400","13845","2048","1856","23808","10240","100873","36","26","0","62608","49","44","2875","0","0",
2022-03-04 13:45:37,"61930916","25","0","0","0","526","1163","25","0","66","4","29","0","0","0","6606740","820884","792328","28556","0","0","96","66","4","22","128","0","62","262144","89812","14400","13845","2048","1856","23808","10240","79821","36","26","26","62608","49","44","2875","0","0",
2022-03-04 13:45:38,"61930664","25","0","0","0","526","1163","24","0","88","5","5","0","0","0","6606740","820884","792328","28556","0","0","96","89","5","22","128","0","62","262144","50204","14400","13845","2048","1856","23808","10240","173655","36","26","0","62608","49","44","2875","0","0",
