Vitals:
Now:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

                Now,"56542948","47","0","","","532","1561","3","0","","","","","","","23395448","1740880","1712632","28248","0","0","88","","","23","","","32","","","14400","13925","2048","1876","23808","10112","","10","1","","","","","2914","","",

Last 6 minutes:
,syst-avail,syst-crt,syst-swap,syst-si,syst-so,syst-p,syst-t,syst-pr,syst-pb,syst-cpu-us,syst-cpu-sy,syst-cpu-id,syst-cpu-wa,syst-cpu-st,syst-cpu-gu,proc-virt,proc-rss-all,proc-rss-anon,proc-rss-file,proc-rss-shm,proc-swdo,proc-hp,proc-cpu-us,proc-cpu-sy,proc-io-of,proc-io-rd,proc-io-wr,proc-thr,jvm-heap-comm,jvm-heap-used,jvm-meta-comm,jvm-meta-used,jvm-meta-csc,jvm-meta-csu,jvm-meta-gctr,jvm-code,jvm-mlc,jvm-jthr-num,jvm-jthr-nd,jvm-jthr-cr,jvm-jthr-st,jvm-cldg-num,jvm-cldg-anon,jvm-cls-num,jvm-cls-ld,jvm-cls-uld,

2022-03-02 14:49:43,"57030540","45","0","0","0","533","1583","23","0","59","12","24","0","0","0","23396476","1191720","1163468","28252","0","0","88","62","12","22","132","0","62","524288","160984","14272","13790","2048","1862","23808","9856","","36","26","26","62608","57","52","2888","0","0",
2022-03-02 14:49:44,"56793408","46","0","0","0","533","1584","22","0","68","15","10","0","0","0","23396476","1430576","1402324","28252","0","0","88","70","16","22","131","0","62","761856","41834","14272","13790","2048","1862","23808","9856","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:45,"56633140","47","0","0","0","533","1586","24","0","68","15","10","0","0","0","23396476","1585528","1557276","28252","0","0","88","71","16","22","131","0","62","917504","530525","14272","13790","2048","1862","23808","9856","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:46,"56443388","47","0","0","0","533","1574","13","0","67","13","14","0","0","0","23396476","1775456","1747204","28252","0","0","88","69","13","22","132","0","51","1105920","463494","14272","13790","2048","1862","23808","9856","","25","15","0","51300","57","52","2888","0","0",
2022-03-02 14:49:47,"56875568","46","0","0","0","533","1585","24","0","61","12","22","0","0","0","23396476","1342968","1314716","28252","0","0","88","64","13","22","134","0","62","671744","231363","14336","13795","2048","1862","23808","9856","","36","26","26","62608","57","52","2888","0","0",
2022-03-02 14:49:48,"56755100","46","0","0","0","532","1563","25","0","67","15","12","0","0","0","23396476","1483156","1454904","28252","0","0","88","70","16","22","131","0","62","811008","23772","14336","13795","2048","1862","23808","9856","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:49,"56590572","46","0","0","0","532","1563","23","0","67","15","10","0","0","0","23396476","1646880","1618628","28252","0","0","88","71","16","22","132","0","62","974848","97477","14336","13795","2048","1862","23808","9856","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:50,"56581500","46","0","0","0","532","1554","19","0","65","14","15","0","0","0","23396476","1649416","1621164","28252","0","0","88","67","15","22","131","0","54","974848","406170","14336","13795","2048","1862","23808","9856","","28","18","0","54384","57","52","2888","0","0",
2022-03-02 14:49:51,"57118524","45","0","0","0","532","1562","21","0","58","12","26","0","0","0","23396476","1116936","1088684","28252","0","0","88","60","12","22","132","0","62","442368","193415","14336","13798","2048","1862","23808","9920","","36","26","26","62608","57","52","2888","0","0",
2022-03-02 14:49:52,"56919696","45","0","0","0","532","1562","20","0","66","14","13","0","0","0","23396476","1315832","1287580","28252","0","0","88","69","15","22","131","0","62","638976","188000","14336","13798","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:53,"56790420","46","0","0","0","532","1562","22","0","70","13","10","0","0","0","23396476","1446236","1417984","28252","0","0","88","73","14","22","131","0","62","770048","211257","14336","13798","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:54,"56635440","46","0","0","0","532","1555","18","0","69","14","12","0","0","0","23396476","1603024","1574772","28252","0","0","88","70","14","22","131","0","57","925696","253596","14336","13798","2048","1862","23808","9920","","31","21","0","57468","57","52","2888","0","0",
2022-03-02 14:49:55,"57088040","45","0","0","0","532","1562","19","0","48","10","40","0","0","0","23396476","1152412","1124160","28252","0","0","88","49","10","22","133","0","62","475136","18920","14336","13799","2048","1862","23808","9920","","36","26","26","62608","57","52","2888","0","0",
2022-03-02 14:49:56,"56873336","45","0","0","0","531","1561","19","0","68","15","10","0","0","0","23396476","1365608","1337356","28252","0","0","88","71","16","22","131","0","62","688128","182052","14336","13799","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:57,"56730208","46","0","0","0","531","1561","18","0","68","14","11","0","0","0","23396476","1507640","1479388","28252","0","0","88","72","15","22","131","0","62","827392","146199","14336","13799","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:58,"56559604","46","0","0","0","531","1560","23","0","69","15","11","0","0","0","23396476","1680100","1651848","28252","0","0","88","71","15","22","131","0","62","999424","358456","14336","13799","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:49:59,"57084016","45","0","0","0","531","1561","22","0","52","11","33","0","0","0","23396476","1150648","1122396","28252","0","0","88","54","11","22","133","0","62","466944","150976","14336","13806","2048","1862","23808","9920","","36","26","26","62608","57","52","2888","0","0",
2022-03-02 14:50:00,"56873344","45","0","0","0","531","1561","22","0","65","15","11","0","0","0","23396476","1365572","1337320","28252","0","0","88","69","16","22","132","0","62","679936","236009","14336","13806","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:50:01,"56599404","46","0","0","0","531","1563","22","0","66","15","13","0","0","0","23396476","1640716","1612464","28252","0","0","88","69","15","22","132","0","62","983040","231487","14336","13806","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
2022-03-02 14:50:02,"56564652","46","0","0","0","531","1563","20","0","66","15","13","0","0","0","23396476","1671868","1643616","28252","0","0","88","70","15","22","132","0","62","983040","577465","14336","13806","2048","1862","23808","9920","","36","26","0","62608","57","52","2888","0","0",
